Serial Number,Chinese Full Name,English Name,Geological time,Other names,Notes,location,location,location,location,location,location,location,location,location,location,location,location,location,location,location,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock,rock
130047,清原(岩)群,Qingyuan Gr,Ar3,,,liaoning,,,,,,,,,,,,,,,玄武岩,拉斑玄武岩,安山岩,花岗岩,紫苏花岗岩,英安岩,碎屑岩,砂岩,杂砂岩,片麻岩,铁英岩,浅粒岩,变粒岩,角闪斜长变粒岩,黑云斜长变粒岩,角闪岩,斜长角闪岩,麻粒岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130048,沙厂组,Shachang Fm,Ar3,,,beijing,,,,,,,,,,,,,,,辉石岩,片麻岩,铁英岩,角闪岩,斜长角闪岩,麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130049,山草峪组,Shancaoyu Fm,Ar3,,,shandong,,,,,,,,,,,,,,,片岩,云母片岩,石英岩,磁铁石英岩,浅粒岩,变粒岩,黑云变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130050,神仙垴组,Shenxiannao Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,白云岩,千枚岩,石英岩,钙质石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130051,石牌河组,Shipaihe Fm,Ar3,,,henan,,,,,,,,,,,,,,,铁质岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130052,石梯沟组〔1〕,Shitigou Fm〔1〕,Ar3,,,henan,,,,,,,,,,,,,,,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130053,寿阳山组,Shouyangshan Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,砂岩,长石石英岩,杂砂岩,板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130054,竖井沟组,Shujinggou Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,流纹岩,凝灰熔岩,熔结角砾岩,变流纹岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130055,四集庄组,Sijizhuang Fm,Ar3,蒋村组,,shanxi,,,,,,,,,,,,,,,砾岩,砂岩,杂砂岩,变质砾岩,片岩,板岩,千枚岩,绿片岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130056,台怀亚群,Taihuai Sub-Gr,Ar3,台山亚群,,shanxi,,,,,,,,,,,,,,,凝灰岩,碎屑岩,片岩,绿片岩,角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130057,泰山(岩)群,Taishan Gr.,Ar3,,,shandong,,,,,,,,,,,,,,,角闪石岩,科马提岩,玄武岩,拉斑玄武岩,闪长岩,花岗岩,英云闪长岩,伟晶岩,凝灰岩,碎屑岩,砾岩,砂岩,长石石英岩,变质砾岩,片岩,片麻岩,绿片岩,石英片岩,斜长片麻岩,黑云斜长片麻岩,浅粒岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪黑云变粒岩,角闪岩,斜长角闪岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,
130058,唐家庄(岩)组,Tangjiazhuang Fm,Ar3,日庄组、富阳(岩)组,,shandong,,,,,,,,,,,,,,,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,麻粒岩,二辉麻粒岩,角闪二辉麻粒岩,石榴二辉麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130059,铜凹组,Tongao Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,片岩,石英片岩,石英岩,变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130060,铜矿峪群,Tongkuangyu Gr,Ar3,,,shanxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130061,瓦子峪(岩)组,Waziyu Fm．,Ar3,,,liaoning,,,,,,,,,,,,,,,片岩,千枚岩,石墨片岩,钠长阳起片岩,角闪片岩,石英片岩,浅粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130062,文溪组,Wenxi Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,片岩,角闪片岩,石英岩,磁铁石英岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130063,乌拉山(岩)群,Wulashan Gr.,Ar3,,,Inner Mongolia,,,,,,,,,,,,,,,玄武岩,拉斑玄武岩,闪长岩,石英闪长岩,花岗岩,黑云母花岗岩,斜长花岗岩,砂岩,石英砂岩,长石石英砂岩,长石砂岩,长石石英岩,杂砂岩,泥质砂岩,粘土,粘土岩,白云质灰岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石榴黑云斜长片麻岩,黑云角闪斜长片麻岩,铁英岩,浅粒岩,变粒岩,钾长变粒岩,黑云斜长变粒岩,角闪岩,斜长角闪岩,透辉斜长角闪岩,麻粒岩,大理岩,混合岩,,,,,,,,,,,,,,,,,,
130064,五台群,Wutai Gr,Ar3,,,hebei,shanxi,,,,,,,,,,,,,,玄武岩,拉斑玄武岩,花岗岩,碎屑岩,砾岩,砂岩,长石石英岩,粉砂岩,铁岩,变质砾岩,变火山岩,片岩,片麻岩,千枚岩,炭质千枚岩,绿片岩,次绿片岩,石英片岩,斜长片麻岩,角闪斜长片麻岩,铁英岩,变粒岩,黑云变粒岩,角闪变粒岩,黑云角闪变粒岩,黑云斜长变粒岩,角闪岩,斜长角闪岩,大理岩,混合岩,混合花岗岩,,,,,,,,,,,,,,,,,,,,,
130065,西井沟组,Xijinggou Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130066,小塔子沟(岩)组,Xiaotazigou Fm.,Ar3,,,liaoning,,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,角闪黑云斜长片麻岩,铁英岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,麻粒岩,二辉麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130067,辛庄组,Xinzhuang Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,片岩,绿片岩,石英岩,磁铁石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130068,雁翎关组,Yanlingguan Fm,Ar3,,,shandong,,,,,,,,,,,,,,,砾岩,变质砾岩,片岩,石英岩,磁铁石英岩,变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130069,樱桃园(岩)组,Yingtaoyuan Fm.,Ar3,,,liaoning,,,,,,,,,,,,,,,花岗岩,砾岩,片岩,千枚岩,石英绿泥千枚岩,铁闪石片岩,石英片岩,铁英岩,变粒岩,黑云变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130070,榆树湾组,Yushuwan Fm,Ar3,,,hebei,shanxi,,,,,,,,,,,,,,碎屑岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪黑云斜长片麻岩,铁英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130071,圆头山组,Yuantoushan Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,砂岩,粉砂岩,片岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130072,袁家村组,Yuanjiacun Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,片麻岩,千枚岩,石英岩,磁铁石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130073,张仙堡组,Zhangxianbao Fm,Ar3,,,shanxi,,,,,,,,,,,,,,,砾岩,砂岩,粉砂岩,变质砾岩,片岩,千枚岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130074,朱杖子群,Zhuzhangzi Gr,Ar3,,,hebei,,,,,,,,,,,,,,,砾岩,变质砾岩,片岩,绿片岩,石英岩,磁铁石英岩,浅粒岩,变粒岩,黑云变粒岩,角闪黑云变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130075,庄旺组,Zhuangwang Fm,Ar3,楼房底段,,shanxi,,,,,,,,,,,,,,,石英岩,磁铁石英岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130076,遵化(岩)群,Zunhua Gr.,Ar3,桑干杂岩、单塔子(岩)群、八道河群,,hebei,,,,,,,,,,,,,,,橄榄岩,角闪二辉岩,角闪石岩,科马提岩,闪长岩,花岗岩,花岗闪长岩,英云闪长岩,凝灰岩,碎屑岩,砂岩,杂砂岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石榴黑云斜长片麻岩,黑云角闪斜长片麻岩,铁英岩,变粒岩,黑云变粒岩,黑云斜长变粒岩,角闪岩,辉石角闪岩,斜长角闪岩,石榴斜长角闪岩,麻粒岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,
120001,大南坪(岩)组,Dananping Fm,Ar2,,,shanxi,,,,,,,,,,,,,,,片岩,片麻岩,石英岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120002,黑崖寨(岩)组,Heiyazhai Fm,Ar2,,,shanxi,,,,,,,,,,,,,,,长石石英岩,片麻岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120003,霍丘杂岩,Huoqiu Complex,Ar2,,,anhui,,,,,,,,,,,,,,,片岩,片麻岩,石英片岩,闪长质片麻岩,斜长片麻岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120004,界河口群,Jiehekou Gr,Ar2,,,shanxi,,,,,,,,,,,,,,,片岩,石英岩,变粒岩,角闪岩,斜长角闪岩,大理岩,石墨大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120005,林家官庄(岩)组,Linjiaguanzhuang Fm,Ar2,,,shandong,,,,,,,,,,,,,,,闪长岩,英云闪长岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,透辉斜长角闪岩,麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120006,龙岗(岩)群,Longgang Gr,Ar2,,,jilin,,,,,,,,,,,,,,,角闪岩,麻粒岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120007,漫山组,Manshan Fm,Ar2,,,hebei,shanxi,,,,,,,,,,,,,,片麻岩,钾长片麻岩,斜长片麻岩,黑云斜长片麻岩,浅粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120008,木厂组,Muchang Fm,Ar2,,,hebei,shanxi,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,浅粒岩,角闪岩,斜长角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120009,迁西(岩)群,Qianxi Gr,Ar2,,,hebei,,,,,,,,,,,,,,,闪长岩,花岗岩,紫苏花岗岩,辉石花岗岩,花岗闪长岩,英云闪长岩,凝灰岩,碎屑岩,砂岩,杂砂岩,粘土,铝土质粘土,粘土岩,铁岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,铁英岩,变粒岩,黑云变粒岩,黑云斜长变粒岩,角闪岩,斜长角闪岩,二辉斜长角闪岩,麻粒岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,
120010,桑干杂岩,Sanggan Complex,Ar2,,,Inner Mongolia,henan,,,,,,,,,,,,,,闪长岩,花岗岩,紫苏花岗岩,碎屑岩,砂岩,石英砂岩,长石石英砂岩,黄土,粘土,碳酸盐岩,混杂岩,片岩,片麻岩,云母片岩,角闪二长片麻岩,黑云二长片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪斜长片麻岩,石墨黑云斜长片麻岩,紫苏斜长片麻岩,黑云角闪斜长片麻岩,云母片麻岩,角闪石片麻岩,石墨片麻岩,石英岩,铁英岩,浅粒岩,角闪岩,斜长角闪岩,石榴斜长角闪岩,麻粒岩,辉石麻粒岩,二辉斜长麻粒岩,紫苏斜长麻粒岩,角闪透辉麻粒岩,二辉麻粒岩,大理岩,,,,,,,,,,,,,,
120011,石咀亚群,Shizui SubGr,Ar2,,,shanxi,,,,,,,,,,,,,,,片岩,绿片岩,石英岩,磁铁石英岩,变粒岩,角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120012,石山官庄(岩)组,Shishanguanzhuang Fm,Ar2,,,shandong,,,,,,,,,,,,,,,花岗岩,紫苏花岗岩,变粒岩,麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120013,四道河组,Sidaohe Fm,Ar2,,,hebei,shanxi,,,,,,,,,,,,,,红土,片麻岩,斜长片麻岩,角闪斜长片麻岩,黑云角闪斜长片麻岩,浅粒岩,角闪岩,斜长角闪岩,大理岩,云母大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120014,四道砬子河组,Sidaolazihe Fm,Ar2,,,jilin,,,,,,,,,,,,,,,玄武岩,拉斑玄武岩,凝灰岩,片麻岩,斜长片麻岩,角闪斜长片麻岩,黑云角闪斜长片麻岩,铁英岩,角闪岩,斜长角闪岩,麻粒岩,混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120015,五河杂岩,Wuhe Complex,Ar2,,,anhui,,,,,,,,,,,,,,,片岩,片麻岩,角闪片岩,二长片麻岩,斜长片麻岩,变粒岩,角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120016,下白窑(岩)组,Xiabaiyao Fm.,Ar2,,,Inner Mongolia,,,,,,,,,,,,,,,片岩,浅粒岩,二长浅粒岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120017,小莱河(岩)组,Xiaolaihe Fm.,Ar2,鞍山群石棚子组,,liaoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120018,小南坪(岩)组,Xiaonanping Fm.,Ar2,,,shanxi,,,,,,,,,,,,,,,石英岩,浅粒岩,变粒岩,黑云变粒岩,混合岩,条带状混合岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120019,杨家店组,Yangjiadan Fm,Ar2,,,jilin,,,,,,,,,,,,,,,玄武岩,拉斑玄武岩,流纹岩,凝灰岩,安山质凝灰岩,砂岩,粘土,铁质岩,片岩,片麻岩,角闪片岩,石英片岩,角闪石英片岩,斜长片麻岩,角闪斜长片麻岩,黑云角闪斜长片麻岩,浅粒岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120020,沂水(岩)群,Yishui Gr.,Ar2,,,shandong,,,,,,,,,,,,,,,科马提岩,玄武质科马提岩,玄武岩,钙碱性玄武岩,拉斑玄武岩,花岗岩,紫苏花岗岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,铁英岩,变粒岩,黑云变粒岩,角闪变粒岩,角闪岩,斜长角闪岩,麻粒岩,辉石麻粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120021,右所堡(岩)组,Yousuobao Fm.,Ar2,,,hebei,Inner Mongolia,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,石墨黑云斜长片麻岩,浅粒岩,二长浅粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120022,榆林坪(岩)组,Yulinping Fm.,Ar2,,,shanxi,,,,,,,,,,,,,,,片岩,片麻岩,角闪片岩,黑云角闪片岩,斜长片麻岩,黑云斜长片麻岩,石英岩,变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120023,园子坪组,Yuan ziping Fm,Ar2,店子上组,,shanxi,,,,,,,,,,,,,,,片岩,片麻岩,石英片岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110001,曹庄(岩)群,Caozhuang Gr,Ar1,,,hebei,,,,,,,,,,,,,,,片麻岩,斜长片麻岩,黑云斜长片麻岩,石英岩,磁铁石英岩,变粒岩,黑云变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110002,前台(岩)组,Qiantai Fm,Ar1,,,liaoning,,,,,,,,,,,,,,,片岩,片麻岩,角闪片岩,黑云角闪片岩,斜长片麻岩,黑云斜长片麻岩,石英岩,变粒岩,角闪岩,斜长角闪岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,鞍山群,Anshan Gr,Ar,女真系、大孤山系等,,liaoning,,,,,,,,,,,,,,,花岗岩,伟晶岩,片麻岩,斜长片麻岩,黑云斜长片麻岩,角闪黑云斜长片麻岩,变粒岩,黑云变粒岩,角闪岩,辉石角闪岩,斜长角闪岩,大理岩,镁质大理岩,混合岩,混合花岗岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,茨沟组,Cigou Fm,Ar,山城子组,,liaoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,阜平(岩)群,Fuping Gr,Ar,,,hebei,shanxi,,,,,,,,,,,,,,片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004,红土坡组〔2〕,Hongtupo Fm〔2〕,Ar,,,hebei,,,,,,,,,,,,,,,片麻岩,浅粒岩,变粒岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,太华杂岩,Taihua Complex,Ar,华山杂岩、大月坪组、板石山组、洞沟组、三关庙组、秦仓沟组、桃峪组等,,shaanxi,,,,,,,,,,,,,,,片岩,片麻岩,石英片岩,云母石英片岩,石英岩,磁铁石英岩,浅粒岩,变粒岩,角闪岩,斜长角闪岩,大理岩,混合岩,混合片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!c44 ,查隅组,Chayu(Zayu)Fm,O2,,,Tibet,,,,,,,,,,,,,,,泥质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!b136,棒棰沟组,Bangchuigou Fm,E,同物异名新安村组。,,jilin,,,,,,,,,,,,,,,砂岩,粉砂岩,泥岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!n21 ,南村组〔1〕,Nancun Fm〔1〕,T3,,,jilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!l112,里山千组,Lishanqian Fm,1,,,anhui,,,,,,,,,,,,,,,泥质灰岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!c68 ,长坑水组,Changkenshui Fm,1-2,始兴岩系、杨梅峒组。,,jiang xi,guangdong,,,,,,,,,,,,,,页岩,硅质页岩,碳质页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!y157,阴沟群(组),Yingou Gr(Fm),1,同物异名童子坝河群。,,gansu,,,,,,,,,,,,,,,碎屑岩,页岩,混杂岩,板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!g35 ,刚木桑组,Gangmusang Fm,2-3,,,Tibet,,,,,,,,,,,,,,,页岩,碳酸盐岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!j172,九溪组,Jiuxi Fm,2-3,,本组包括前人所划分出的“桃花石组”(下部)及舍人湾组(上部)。,hunan,,,,,,,,,,,,,,,页岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!h249,环形山组,Huanxingshan Fm,2,,,xinjiang,,,,,,,,,,,,,,,砂岩,粉砂岩,生物灰岩,结晶灰岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QH!!m129,孟月岭组,Mengyueling Fm,∈1,,,hainan,,,,,,,,,,,,,,,砂岩,石英砂岩,粉砂岩,泥质粉砂岩,粘土,砂质粘土,粉砂质粘土,粘土岩,白云岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c63 ,长春组,Changchun Fm,AnR,,原始定义据：王执明，1991，太鲁阁峡谷之变质岩。,taiwan,,,,,,,,,,,,,,,片岩,石英片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d103,大南澳群,Dananao Gr,AnR,,,taiwan,,,,,,,,,,,,,,,混杂岩,变质基性岩,片岩,片麻岩,石英片岩,石英岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j170,九曲组,Jiuqu Fm,AnR,,,taiwan,,,,,,,,,,,,,,,白云岩,片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k29 ,开南岗(岩)组,Kainangang Fm,AnR,,原始定义据：林朝、周瑞敦等，1974。,taiwan,,,,,,,,,,,,,,,片麻岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t120,天祥组,Tianxiang Fm,AnR,,"原始定义据：王执明,1991,太鲁阁峡谷的变质岩。",taiwan,,,,,,,,,,,,,,,砂岩,变质砂岩,片岩,千枚岩,云母片岩,角闪岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t42 ,太鲁阁层,Tailuge Bed,AnR,,,taiwan,,,,,,,,,,,,,,,凝灰岩,砂岩,页岩,石灰岩,片岩,蛇纹岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249002,肉切村群,Rouqiecun Gr,Z-∈,齐吾共(贡)巴群、兵贡巴群,,Tibet,,,,,,,,,,,,,,,结晶灰岩,片岩,板岩,千枚岩,绿片岩,石英片岩,钙质石英片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249003,中谊村段,Zhongyicun Mem,Z-∈,,该段属灯影组近顶部的一部分,yunnan,,,,,,,,,,,,,,,粘土,砂质粘土,页岩,白云岩,磷块岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249004,哈拉斯群,Halasi Gr,Z-∈1,哈巴河群、卡宾岩系,本组原为地质部十三大队罗发祚等，1957年所定哈巴河岩系的一部分，后经厘定该岩系一分为二，一部分仍称哈巴河群，时代为奥陶系,xinjiang,,,,,,,,,,,,,,,碎屑岩,砂岩,细砂岩,粉砂岩,泥岩,变质砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249005,邱家河组,Qiujiahe Fm,Z-∈1,,,sichuan,,,,,,,,,,,,,,,白云岩,板岩,硅质板岩,千枚岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249006,查马贡群(茶马山群),Chamagong Gr(Chamashan Gr),Z-∈1-2,德格群、小坝冲群(上部),命名时称茶马山群，查无此地名经四川区调队核实为查马贡，故更正为查马贡群,sichuan,,,,,,,,,,,,,,,火山角砾岩,结晶灰岩,片岩,千枚岩,石英千枚岩,钙质片岩,绿片岩,石英片岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249007,公养河群,Gongyanghe Gr,Z-∈2,,,yunnan,,,,,,,,,,,,,,,砂岩,页岩,硅质页岩,泥板岩,变质砂岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249008,浪木桥组,Langmuqiao Fm,Z1-C1,,,yunnan,,,,,,,,,,,,,,,砾岩,砂岩,粉砂岩,页岩,碳质页岩,白云质灰岩,磷块岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249009,灯影组,Dengying Fm,Z2-∈1,周村灰岩(赣)；盐井坝白云质石灰岩、孔明寨石灰岩、煤炭山组(苏)、洪椿坪组、盐井河层(川)；白云岩段、塘坞里段、板桥山段(浙)；老君山组、范坪道组(豫)、白兆山组谭堡段、鹞子河段(鄂)；东龙潭组(滇),浙江本组与上覆菏塘组平行不整合接触，或与皮园村组整合接触，四川本组与下伏观音崖组整合接触，与上覆筇竹寺组平行不整合接触，湖北与上覆牛蹄塘组为平行不整合接触,jiangsu,zhe jiang,anhui,jiangxi,henan,hubei,hunan,sichuan,guizhou,yunnan,shaanxi,,,,,砾岩,角砾岩,同生角砾岩,砂岩,页岩,黑色页岩,碳酸盐岩,石灰岩,沥青质灰岩,白云岩,粗晶白云岩,细晶白云岩,藻白云岩,碎屑白云岩,燧石,磷块岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249010,鲁家坪组,Lujiaping Fm,Z2-∈1,八字坪组等,,hubei,sichuan,shaanxi,,,,,,,,,,,,,砂岩,粉砂岩,磷块岩,板岩,黑色板岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249011,外管坑组,Waiguankeng Fm,Z2-∈1,,,jiangxi,,,,,,,,,,,,,,,片岩,片麻岩,板岩,硅质板岩,千枚岩,石墨片岩,石英片岩,变粒岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249012,竹山(岩)群(组),Zhushan Gr.(Fm),Z2-S,,有人认为本(岩)群有可能相当于陡山沱组,hubei,shaanxi,,,,,,,,,,,,,,白云岩,板岩,碳质板岩,千枚岩,石英千枚岩,大理岩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
